Race Date,Race Discipline,Race Category,Race Gender,Race Class,Age,Rider Place,Rider License #,First name,Last name,Time,Team
05/21/2013,CRITERIUM,Cat 4/5,Men,Mixed,mixed,1,355446,Chip,Larkby,,Hilton Head Cycling Inc
05/21/2013,CRITERIUM,Cat 4/5,Men,Mixed,mixed,2,350558,Andrew,Udinsky,,Robson Forensic
05/21/2013,CRITERIUM,Cat 4/5,Men,Mixed,mixed,3,273051,Greg,McDevitt,,Robson Forensic
05/21/2013,CRITERIUM,Cat 4/5,Men,Mixed,mixed,4,156318,Erik,Baker,,TEAM GB RACING
05/21/2013,CRITERIUM,Cat 4/5,Men,Mixed,mixed,5,361156,Charlie,Putnal,,Big Ring Racing Inc.
05/21/2013,CRITERIUM,Cat 4/5,Men,Mixed,mixed,6,293627,Neil,Carter,,
05/21/2013,CRITERIUM,Cat 4/5,Men,Mixed,mixed,7,286484,Joey,Lee,,Robson Forensic
05/21/2013,CRITERIUM,Cat 4/5,Men,Mixed,mixed,8,397384,Jed,Young,,Hilton Head Cycling Inc
05/21/2013,CRITERIUM,Cat 4/5,Men,Mixed,mixed,9,359030,Ken,Anderson,,Hilton Head Cycling Inc
05/21/2013,CRITERIUM,Cat 4/5,Men,Mixed,mixed,10,406044,Bradley,Odom,,
05/21/2013,CRITERIUM,Cat 4/5,Men,Mixed,mixed,11,402651,James,Allen,,
05/21/2013,CRITERIUM,Cat 4/5,Men,Mixed,mixed,12,403015,Daniel,Carr,,
05/21/2013,CRITERIUM,Cat 4/5,Men,Mixed,mixed,13,366973,Philip,Dewire,,Georgia Institute of Technology
05/21/2013,CRITERIUM,Cat 4/5,Men,Mixed,mixed,14,91930,Robert,Skiljan,,
05/21/2013,CRITERIUM,Cat 4/5,Men,Mixed,mixed,15,187548,Russell,Beasley,,
05/21/2013,CRITERIUM,Cat 4/5,Men,Mixed,mixed,16,405486,Jeff,Greiner,,Savannah Wheelmen
05/21/2013,CRITERIUM,Cat 4/5,Men,Mixed,mixed,17,287266,Michael,Coats,,Team Mack Racing Assoc. LTD
05/21/2013,CRITERIUM,Cat 4/5,Men,Mixed,mixed,18,403779,Hunter,Jossim,,Independent
05/21/2013,CRITERIUM,Cat 4/5,Men,Mixed,mixed,19,211627,Jack,Felix,,
05/21/2013,CRITERIUM,Cat 4/5,Men,Mixed,mixed,20,0,Chris,Farrell,,
05/21/2013,CRITERIUM,Cat 4/5,Men,Mixed,mixed,DNF,403114,Shawn,Williams,,Savannah Wheelmen
05/21/2013,CRITERIUM,Cat 1/2/3,Men,Mixed,mixed,1,84396,Bill,Sellers,,Savannah Wheelmen
05/21/2013,CRITERIUM,Cat 1/2/3,Men,Mixed,mixed,2,352788,Joseph,Fuentes,,Plan X
05/21/2013,CRITERIUM,Cat 1/2/3,Men,Mixed,mixed,3,218915,Osias,Lozano,,
05/21/2013,CRITERIUM,Cat 1/2/3,Men,Mixed,mixed,4,62179,Glenn,Sandefur,,Robson Forensic
05/21/2013,CRITERIUM,Cat 1/2/3,Men,Mixed,mixed,5,272535,Joseph,Middleton,,Swim Bike Run
05/21/2013,CRITERIUM,Cat 1/2/3,Men,Mixed,mixed,6,305824,Casey,Porter,,
05/21/2013,CRITERIUM,Cat 1/2/3,Men,Mixed,mixed,7,45504,Paul,Jaqua,,Independent
05/21/2013,CRITERIUM,Cat 1/2/3,Men,Mixed,mixed,10,361037,Greg,McGlinn,,Plan X
05/21/2013,CRITERIUM,Cat 4/5,Women,Mixed,mixed,1,201599,Trudi,Franzel,,Team Alderman
05/21/2013,CRITERIUM,Cat 4/5,Women,Mixed,mixed,2,341364,Stacie,Ricciardi,,Team Alderman
05/21/2013,CRITERIUM,Cat 4/5,Women,Mixed,mixed,3,394170,Dory,Diavelone,,Team Alderman
05/21/2013,CRITERIUM,Cat 4/5,Women,Mixed,mixed,4,198241,Gabriele,Hauck,,Team Alderman
05/21/2013,CRITERIUM,Cat 4/5,Women,Mixed,mixed,5,396236,Melissa,Leto,,Team Alderman
05/21/2013,CRITERIUM,Cat 4/5,Women,Mixed,mixed,6,396221,Jean,Toth,,Team Alderman
05/21/2013,CRITERIUM,Cat 1/2/3,Women,Mixed,mixed,8,308680,Debbie,Prouty,,PCP Race Team
05/21/2013,CRITERIUM,Cat 1/2/3,Women,Mixed,mixed,9,201335,Kathryn,Clark,,Pain Pathways
