Race Date,Race Discipline,Race Category,Race Gender,Race Class,Age,Rider Place,Rider License #,First name,Last name,Time,Team
09/20/2014,,,,,,0,0,,,,
09/20/2014,Time Trial,Cat 1/2/3/4/5,Men,Masters,35+,1,47037,Peter,Beland,31:18.st,Walmart Cycling Team
09/20/2014,Time Trial,Cat 1/2/3/4/5,Men,Masters,35+,2,127413,Bruce,Dunn,33:07.st,Team Athlete Forward
09/20/2014,Time Trial,Cat 1/2/3/4/5,Men,Masters,35+,3,246495,Paul,Komarek,35:24.st,Team Athlete Forward
09/20/2014,Time Trial,Cat 1/2/3/4/5,Men,Masters,35+,4,91759,Andrew,Baldes,38:00.st,River Valley Cycling
09/20/2014,Time Trial,Cat 1/2/3/4/5,Men,Masters,35+,5,47436,Fred,Beland,38:32.st,Walmart Cycling Team
09/20/2014,Time Trial,Cat 1/2/3/4/5,Men,Masters,35+,6,367253,Darby,Dunn,39:31.st,Walmart Cycling Team
09/20/2014,Time Trial,Cat 1/2/3/4/5,Men,Masters,35+,7,275243,Paul,Phillips,39:54.st,Central Arkansas Velo/CARVE
09/20/2014,Time Trial,Cat 1/2/3/4/5,Men,Masters,35+,8,277308,Ron,Schmidt,40:42.st,
09/20/2014,Time Trial,Cat 1/2/3/4/5,Men,Masters,35+,9,454488,Randy,Glenn,46:15.st,River Valley Cycling
09/20/2014,Time Trial,Cat 5,Men,,,1,408032,Dane,Baldini,33:00.st,W.A.R. Endurance Racing
09/20/2014,Time Trial,Cat 5,Men,,,2,435408,Hunter,Hobbs,36:03.st,Ouachita Cycling
09/20/2014,Time Trial,Cat 5,Men,,,3,0,Glen,Scott,36:32.st,River Valley Cycling
09/20/2014,Time Trial,Cat 5,Men,,,4,388934,spike,manlike,40:17.st,HealthSouth Racing Team
09/20/2014,Time Trial,Cat 5,Men,,,5,424238,Kevin,Hurlbut,43:06.st,HealthSouth Racing Team
09/20/2014,Time Trial,Cat 5,Men,,,6,292066,phuong,mueller,44:18.st,Fayetteville Wheelmen
09/20/2014,Time Trial,Cat 4,Men,,,1,395255,Tanner,Ward,31:45.st,University of Arkansas Cycling Team
09/20/2014,Time Trial,Cat 4,Men,,,2,232582,Brent,Grist,33:31.st,Boston Mountain Cyclists
09/20/2014,Time Trial,Cat 4,Men,,,3,384980,David,Dawkins,34:17.st,River Valley Cycling
09/20/2014,Time Trial,Cat 4,Men,,,4,377914,John,Neihouse,34:19.st,Team Athlete Forward
09/20/2014,Time Trial,Cat 4,Men,,,5,342118,Ryan,Ohl,34:22.st,Fayetteville Wheelmen
09/20/2014,Time Trial,Cat 4,Men,,,6,361725,Travis,Truax,36:01.st,HealthSouth Racing Team
09/20/2014,Time Trial,Cat 4,Men,,,7,413979,Robert,Simmons,39:13.st,River Valley Cycling
09/20/2014,Time Trial,Cat 1/2/3,Men,,,1,368592,Sean,Salazar,29:48.st,University of Arkansas
09/20/2014,Time Trial,Cat 1/2/3,Men,,,2,233873,Levi,Baker,30:24.st,Team Athlete Forward
09/20/2014,Time Trial,Cat 1/2/3,Men,,,3,141477,John,Hart,30:43.st,Friends Great Smokies (FGS Cycling)
09/20/2014,Time Trial,Cat 4,Women,,,1,398641,Desinee,Bottorff,43:24.st,HealthSouth Racing Team
09/20/2014,Time Trial,Cat 1/2/3,Women,,,1,65625,Debra,Dunn,40:55.st,Fayetteville Wheelmen
